"change_id";"old_description";"new_description";"human_label";"differences";"llm_decision";"llm_reason"
"mediawiki%2Fcore~673802";"Move most Restriction tests to unit tests

Need to split up PageRestrictionTest into integration
tests and unit tests";"Block: Move most Restriction tests to unit tests

Need to split up PageRestrictionTest into integration
tests and unit tests";"REMOVE";"[""The new description includes a 'Block' section at the beginning, which is not present in the old description."", ""The new description uses more concise language, such as 'Perform' instead of 'Need to split up'.""]";"KEEP";"The addition of the 'Block' section provides a clearer structure and improves readability. The use of more concise language does not significantly alter the semantic content."
"mediawiki%2Fcore~1277217";"Remove unused 'mediawiki.ui.checkbox' module

Deprecated in v1.41, now removed.
Instead, use Codex modules.";"Remove unused 'mediawiki.ui.input' module

Deprecated in v1.41, now removed.
Instead, use Codex modules.";"REMOVE";"[""The removed module name has changed from 'mediawiki.ui.checkbox' to 'mediawiki.ui.input'"", ""The description mentions the replacement with Codex modules instead of just stating 'Instead, use...'""]";"KEEP";"The changes in the commit descriptions do not alter the semantic content significantly. Both descriptions indicate that an unused module has been removed and users should replace it with Codex modules."
"mediawiki%2Fcore~1281823";"WIP: Normalize thumbnail sizing in media responses

Add a MediaFileTrait function to normalize image sizes based on
the approved thumbnail steps, and use it in handlers that need
to output thumbnail-oriented links. This separates the
display-oriented sizing we have for the rest of the code that
relies on sizing from the user preferences, and is meant for
visual sizing on the screen.";"Normalize thumbnail sizing in media responses

Add a MediaFileTrait function to normalize image sizes based on
the approved thumbnail steps, and use it in handlers that need
to output thumbnail-oriented links.

This commit also separates the sizing calculations to two concepts:
- Visual size of images: based on $wgImageLimits and user options.
- Physical size of thumbnails: based on $wgThumbnailSteps and follows
the strict cached sizes of the thumbnails and their urls.

Documentation was added to emphasize the difference between the two
methods. Now that the thumbnail sizing and visual sizing are actually
different, we should continue to utilize the two methods where they
are actually relevant.";"KEEP";"['The new description provides additional details about the separation of sizing calculations into two concepts: visual size and physical size of thumbnails, with explanations for each. It also mentions the addition of documentation to emphasize the difference between the two methods.']";"KEEP";"The additional details in the new description provide a clearer understanding of the changes made and why they were necessary, making it more informative for future developers."
"mediawiki%2Fcore~1289374";"Special:EditWatchlist: Fix incorrect selected page count

The updateSelectedPagesListHtml() function used Array.splice() to
truncate selectedPages for display purposes. splice() mutates the
original array, causing selectedPages.value.length to always equal
namedLimit + 1 (6) regardless of the actual number of checked items.

This caused the 'Remove pages' button and dialog title to show an
incorrect count in languages where the translation displays the
number (e.g. Hungarian: '$1 lap eltávolítása' shows '6 lap' instead
of the real count).

Fix: Use Array.slice() with a separate displayPages variable so the
truncation is only for the HTML list display, preserving the true
count in selectedPages.";"Special:EditWatchlist: Fix incorrect selected page count

Array.splice() was used instead of Array.slice() to truncate the
page list for display. splice() mutates the original array, causing
selectedPages to lose its true count. This was visible in languages
that display the count in the button label (e.g. Hungarian).

Use a separate displayPages variable for the truncated list so that
selectedPages retains the actual number of checked items.";"KEEP";"The new description provides a more detailed explanation of why Array.splice() was causing an issue and the steps taken to fix it. It also includes a step-by-step process of how to solve the problem, which is missing in the old description.";"KEEP";"The additional details provided in the new description make it more informative and easier to understand for developers who might not be familiar with the context. It also provides a clearer explanation of the solution."
"mediawiki%2Fcore~1256553";"Special:Preferences: Display three options for thumbsizes

Thumbnail sizes are collapsed into three options.";"Special:Preferences: Display three options for thumbsizes

Thumbnail sizes are collapsed into three options.
The thumbnail sizes that have been removed will be rewritten
when the user nexts saves preferences or a maintenance script
is run.

The class skin-theme-clientpref-thumb-(size) added in
OutputPage will round up to the closest thumbnail size until that
happens so there should only be disruption to users who modify
preferences between this patch being deployed and the
maintenance script being run. The preferences page mirrors this logic
and can be removed once the relevant user preferences maintenance
scripts have been run.";"KEEP";"[""The new description provides additional details about the removal and rewriting of previously existing thumbnail sizes, the addition of a class 'skin-theme-clientpref-thumb-(size)', and the temporary presence of the preferences page mirroring the logic until maintenance scripts are run.""]";"KEEP";"The additional details in the new description provide more context and clarity about the changes, making it a better choice for users to understand the implications of the commit."
"mediawiki%2Fcore~1287963";"PHPUnit 10 compatibility for parser tests via non-suite runner";"PHPUnit 10 compatibility for parser tests via non-suite runner

Instead of using the deprecated TestSuite mechanism, use the
`composer phpunit:config` target to generate simple 7-line
tests/phpunit/gen/ParserTest_*_Test.php files corresponding to
each tests/parser/*.txt parser test file. These test classes
use the `ParserTestFileTrait` and enumerate all the tests in
the parser test file via a standard data provider.

The `setupBeforeClass` and `tearDownAfterClass` methods are
used to create a TestFileReader and ParserTestRunner which
are shared for all the tests in a given parser test file.";"KEEP";"['The new description provides additional details about the implementation of the PHPUnit 10 compatibility for parser tests, such as using a non-suite runner and generating test files with the `composer phpunit:config` command. It also mentions the use of traits and data providers, and explains the purpose of `setupBeforeClass` and `tearDownAfterClass` methods.']";"KEEP";"The additional details in the new description provide a clearer understanding of the changes made, which can be useful for other developers who may need to understand or maintain the codebase."
"mediawiki%2Fcore~967242";"[WIP] parser: Reduce complexity of MagicWordArray processing

Notably:
* Instead of wrapping every synonym in an individual named group
where all groups need to have the same name, wrap synonyms that
belong together in a single group.
* This also makes the group name unique.
* But it doesn't need to be unique anyway. PHP doesn't require that,
at least not in the versions we currently use.

Unfortunately there is an external caller that uses getBaseRegex().
Luckily it doesn't do anything with the group names. It uses the
regex only for a boolean match/doesn't match check.";"parser: Reduce complexity of MagicWordArray processing

Most notably:
* Instead of wrapping every single synonym individual in a named
group that need to have identical and therefor conflicting names,
wrap synonyms that belong together in a single group.
* This also makes the group name unique. No need for the ""a_"", ""b_"",
and so on prefixes any more.
* We still need to use a single ""_"" prefix to work around the
limitation in PCRE 8.34+.
* Note that group names don't need to be unique anyway. See the
previous patch I5f113ab for an explanation.
* Also use the (?|…) syntax to make sure multiple (.*?) subpatterns
end in the expected numeric spot in the result array. The additional
test case is specifically added to prove this works. There are two
synonyms with a parameter and ""upright $1"" with a space is the
second.

There is one known external caller that uses getBaseRegex(). Luckily
it doesn't do anything with the group names. It uses the regex only
for a boolean match/doesn't match check. This still works as before.";"KEEP";"[Old] Instead of wrapping every synonym in an individual named group where all groups need to have the same name, wrap synonyms that belong together in a single group.
[New] Instead of wrapping every single synonym individual in a named group that need to have identical and therefor conflicting names, wrap synonyms that belong together in a single group.

[Old] This also makes the group name unique. But it doesn't need to be unique anyway.
[New] This also makes the group name unique. No need for the 'a_', 'b_', and so on prefixes any more.

[Old] We still need to use a single '_' prefix to work around the limitation in PCRE 8.34+.
[New] We still need to use a single '_' prefix to work around the limitation in PCRE 8.34+

[Old] Also use the (?|…) syntax to make sure multiple (.*?) subpatterns end in the expected numeric spot in the result array.
[New] Also use the (?|…) syntax to make sure multiple (.*?) subpatterns end in the expected numeric spot in the result array. The additional test case is specifically added to prove this works. There are two synonyms with a parameter and 'upright $1' with a space is the second.";"KEEP";"The new description provides more detailed explanations of the changes made, making it easier for future developers to understand the code modifications."
"mediawiki%2Fcore~1287013";"Implement a DOM version of the ExpandToAbsoluteUrls pass

* For now, this is a non-exclusive pass and can be run in both
text and DOM form for both legacy and Parsoid output.";"Implement a DOM version of the ExpandToAbsoluteUrls pass

* For now, this is a non-exclusive pass and can be run in both
text and DOM form for both legacy and Parsoid output.

* Extracted text/DOM tests into a base class for reuse.

* Error return from UrlUtils::expand() wasn't being handled
properly in the existing ExpandToAbsoluteUrls pass; previous
patch I98e8e3a8fd135a554a85f6399033756c88ea415f had introduced
a bogus `?? false` in the conversion away from the global
`wfExpandUrl` but setting the attribute to `false` would have
crashed (or converted it to the string 'false', depending on
whether `strict_types` was active). The correct thing to do
on an invalid URL is either to delete the `href` attribute or
leave the value alone; we've chosen to do the latter.";"KEEP";"['The new description includes an additional point about extracting text/DOM tests into a base class for reuse, and it provides more detailed information about the error handling in the existing ExpandToAbsoluteUrls pass.']";"KEEP";"The additional details in the new description provide valuable context and improve clarity. The changes do not alter the main purpose of the commit, which is to implement a DOM version of the ExpandToAbsoluteUrls pass."
"mediawiki%2Fcore~1249476";"[WIP]";"Move page saving logic out of EditPage into a separate class

Move most of the logic from EditPage::internalAttemptSave into a
separate PageEdit class, which uses dependency injection and takes
an inputs object from EditPage.
This class will be refactored in follow-up changes to split the logic
up into smaller methods and make it easier to test it.

Most of the parameters of the PageEditInputs class will be made
optional in the future, so it's easier for extensions to use the
interface without having to provide too much data.

Based on change Ief07d2f374c3770240747e6b599840e867bcac68 by
DannyS712.";"KEEP";"[""The new description provides more detailed information about the changes being made, including the specific classes and methods involved (EditPage, PageEdit, PageEditInputs), the refactoring plans, and future plans to make parameters optional. The old description only mentions that it's a work in progress ('WIP')."", ""The new description also includes the commit hash and author's username.""]";"KEEP";"The additional details in the new description provide more context and clarity about the changes being made, making it more useful for other developers."
"mediawiki%2Fcore~1276429";"Media: Change wgThumbnailStepsRatio default from 0 to 1

This feature remains disabled by default, because it is gated by
$wgThumbnailSteps, which remains null by default.

However, when people enable the feature, for example to locally test
something in a way that represents WMF prod, it should be as easy as
setting `$wgThumbnailStepsRatio = [ ... ];` and not require
`$wgThumbnailStepsRatio = 1` as well.

Any third party who might be using $wgThumbnailStepsRatio by
definition will have set that already. It doesn't make sense to have
$wgThumbnailStepsRatio=0 with a non-null $wgThumbnailStepsRatio,
and this patch removes that confusing/footgun state as something we
cause by default in the process of setting $wgThumbnailSteps.

Also:
* Improve docs
* Add some pointers
* Connect case for T424114 to that task";"Media: Improve $wgThumbnailSteps docs

* Improve docs
* Add some pointers
* Link test case for T424114 to that task";"KEEP";"['Old description changes the default value of $wgThumbnailStepsRatio from 0 to 1, while the new description does not mention any change in default values.', 'The old description discusses enabling the feature and its implications, whereas the new description only focuses on improving documentation.']";"KEEP";"The new description is more focused and specific to the task of improving documentation, which is a common practice in commit messages. The change in default value mentioned in the old description might be an additional improvement but not necessary for the main purpose of this commit."
"mediawiki%2Fcore~1287016";"ParserOptions: absoluteURLs should default to false

This was a regression introduced in
I4184dc74fdd107031b821039e113126c5f1beb03.

The default value for absoluteURLs (from ParserOutput::getText()
historically) has always been false. When the text options
were turned into ParserOptions this was inadvertently flipped.

Follows-Up: I4184dc74fdd107031b821039e113126c5f1beb03";"ParserOptions: absoluteURLs should default to false

The default value for absoluteURLs (from ParserOutput::getText()
historically) has always been false. When the text options
were turned into ParserOptions this was inadvertently flipped.

This was a regression introduced in
I4184dc74fdd107031b821039e113126c5f1beb03, but latent until
Icf7172be6d718362192ca8b7288ef8ce4d4af6b9 added
ParserOutputAccess::postprocess() which created the
""getText options"" $textOptions from the ParserOptions,
picking up the (incorrect) default value. Further, the
postprocessing cache was only enabled in production in
a staggered fashion through early 2026.

Due to the way ParserOptions defaults work, changing the default
value here won't invalidate any parser cache entries. Previously
cached contents with the old default (absoluteURLs=true) will
continue to match requests made with the new default
(absoluteURLs=false). It will take a parser cache expiration
time for all cache contents to be updated. That should be
okay since the absolute URLs are still valid for production
wikis, just not strictly necessary (and there was a small
performance penalty for doing the url conversion).

Follows-Up: I4184dc74fdd107031b821039e113126c5f1beb03";"KEEP";"[""The new description provides additional context about the regression, the introduction of ParserOutputAccess::postprocess(), and the staggered enabling of the postprocessing cache in production. It also explains why changing the default value won't invalidate any parser cache entries.""]";"KEEP";"The additional context provided in the new description helps to better understand the issue, its impact, and the reasoning behind the fix. This makes it more informative and useful for future reference."
"mediawiki%2Fcore~1290772";"Add a postproc parseroption for edit link behaviour

VisualEditor uses the onSkinEditSectionLinks hook to provide the correct
link(s) to edit the page. The behaviour is as follows, depending on wiki
setup and user preferences:
- if both links should be displayed, both links are displayed
- if a single link should be displayed, it is displayed as ""edit"" if VE
should be used, or as ""edit source"" otherwise.

This behaviour is handled during the HandleSectionEditLink
post-processing passes; but it's not splitting the cache depending on
what gets rendered. In this patch, we introduce ""visibleLinks"" as a
cache-varying ParserOption to handle this variation.

The behaviour depends on particular on wgVisualEditorUseSingleEditTab,
which enables the re-use of the editor and section link for some wikis.
This setting is not set to true everywhere, and is marked in our config
as ""Deploying slowly with community advanced notice"". To avoid
accidentally bypassing this setting, the the default value for the new
ParserOption is ""both"", which displays both links as needed.

Ideally, this should go on the same train as
Ife470688200d19f343aba7d2826855078eef2f68 to fix the issue as
soon as possible. Otherwise, the cache key won't be updated - this
should not be an issue with regards to cache misses, but the default
cache entry may not be the right one depending on the current wiki
configuration.";"Make ParserOptions available to Skin

VisualEditor uses the onSkinEditSectionLinks hook to provide the correct
link(s) to the page. This is called during the HandleSectionEditLink
post-processing passes, but it's not splitting the cache depending on
what gets rendered.

To be able to split the cache during this step, we make the
ParserOptions available to the skin before we start the post-processing
pass.";"KEEP";"[""The new description focuses on making ParserOptions available to Skins, while the old one introduces a new cache-varying ParserOption 'visibleLinks' to handle variation in link behavior. The old description also provides more context about the current behavior and the reason for introducing the new ParserOption.""]";"KEEP";"The new description is more concise and focuses on the main change, which is making ParserOptions available to Skins. However, the old description provides important context about the current behavior and the reason for the change, which can be useful for understanding the full scope of the commit."
"aai%2Faai-common~master~I05a35e0cee80b27123f28bb8eeb8ed885c83a173";"Update spring boot to 2.4

Issue-ID: AAI-3725";"Update spring boot to 2.4

- update spring boot from 2.3 to 2.4
- remove compile-time dependency on powermock introduced by eelf-core
- remove dependencyManagement declarations for powermock since it's not used anymore

Issue-ID: AAI-3725";"KEEP";"['The new description provides additional details about the changes made in this commit, such as removing compile-time dependency on powermock and removing dependencyManagement declarations for it. The old description only mentions updating spring boot to version 2.4.']";"KEEP";"The additional details in the new description provide more context and clarity about the changes made, making it a better commit message."
"aai%2Faai-common~master~Ia2aa31a9f3550af853583e65bc1f84583c9fc22f";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss

Issue-ID: AAI-3550";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss
- pin eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 since there would be IncompatibleClassChange errors
- add the jaxb-api dependency to aai-utils to make it compilable with jdk 11

Issue-ID: AAI-3550";"KEEP";"['Addition of pinning eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 due to IncompatibleClassChange errors, addition of jaxb-api dependency to aai-utils to make it compilable with jdk 11']";"KEEP";"The additional changes address potential compatibility issues and improve the overall functionality of the project. These changes are significant and contribute to the semantic content."
"aai%2Faai-common~master~Ia2aa31a9f3550af853583e65bc1f84583c9fc22f";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss

Issue-ID: AAI-3550";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss
- pin eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 since there would be IncompatibleClassChange errors
- add the jaxb-api dependency to aai-utils to make it compilable with jdk 11

Issue-ID: AAI-3550";"KEEP";"['Addition of pinning eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 due to IncompatibleClassChange errors, addition of jaxb-api dependency to aai-utils to make it compilable with jdk 11']";"KEEP";"The additional steps address potential compatibility issues and dependencies, enhancing the overall robustness and adaptability of the project."
"aai%2Faai-common~master~I8ec11660db7887c5aebcdbe2899c95c457f74e14";"AAI-1492 Add ext-aai-network schema for CCVPN uc

Issue-ID: AAI-1492
Add ext-aai-network element to network namespace.
Add components from network namespace.
Add esr-system-info component.";"AAI-1492 Add ext-aai-network schema for CCVPN uc

Issue-ID: AAI-1492
Add ext-aai-network element to network namespace.
Add components from network namespace.
Add esr-system-info component.
Add EdgeRules from ext-aai-network to esr-system-info, connectivity and
all the other schema elements.
Make esr-system-info dependentOn ext-aai-network.
Change sub-components of ext-aai-network to COUSIN edge as workaround.
Add relationship-list as workaround.";"KEEP";"['The new description includes additional steps that were not present in the old description. Specifically, it mentions adding EdgeRules to ext-aai-network, making esr-system-info dependentOn ext-aai-network, changing sub-components of ext-aai-network to COUSIN edge as a workaround, and adding relationship-list as a workaround.']";"KEEP";"The additional details in the new description provide more context and clarity about the changes made. This can be useful for future reference or for other developers who may need to understand the commit history."
"aai%2Faai-common~master~I30b75262d3e01cfae2cf77d9be9da26a56a049ed";"AAI-1461 Update vpn-binding schema for CCVPN

Issue-ID: AAI-1461
Add properties to vpn-binding:
access-provider-id, access-client-id, access-topology-id, src-access-node-id,
src-access-ltp-id, dst-access-node-id, dst-access-ltp-id, operational-status,
model-customization-id, model-version-id, model-invariant-id
Make operational-status indexed and searchable as well.";"AAI-1461 -1464 Update vpn-binding/pnf for CCVPN

Issue-ID: AAI-1461
Add properties to vpn-binding:
access-provider-id, access-client-id, access-topology-id, src-access-node-id,
src-access-ltp-id, dst-access-node-id, dst-access-ltp-id, operational-status,
model-customization-id, model-version-id, model-invariant-id
Make ids and operational-status indexed.
Add CCVPN EdgeRules for vpn-binding to p-interface.

Accidentally squashed in second commit for:
Issue-ID: AAI-1464
Add properties to pnf schema:
admin-status, operational-status, model-customization-id, model-version-id,
model-invariant-id

Make these properties indexed as well:
admin-status, operational-status";"KEEP";"[""The new description includes an additional issue-ID AAI-1464 and a reference to 'pnf' schema which is not present in the old description."", 'In the new description, it mentions adding CCVPN EdgeRules for vpn-binding to p-interface, which is not mentioned in the old description.', 'The new description states that ids and operational-status should be indexed, whereas in the old description only operational-status was made indexed and searchable.']";"KEEP";"The additional information in the new description provides more context and clarity about the changes made. The inclusion of CCVPN EdgeRules and the modification of indexing could potentially improve functionality or performance, making it beneficial to keep these changes."
"aai%2Faai-common~master~I1e82bf4f0706704679d14aac98969fa00beed758";"Refactor ErrorLogHelper

- introduce functions to encapsulate functionality and reduce duplication
- separate creation of error response and marshalling them

Issue-ID: AAI-3695";"Refactor ErrorLogHelper

- change is designed to not make any changes to the serialised objects [1]
- introduce common error response object that is used for both service and policy, xml + json format
- separate creation of error response and the marshalling of it
- increase test coverage
- use jackson object mappers for marshalling json and xml objects instead of custom MapperUtil
- make code more functional
- use more descriptive variable names

[1] only the internal representation changes to account for both
Service- and PolicyException

Issue-ID: AAI-3695";"KEEP";"['The new description includes more specific details about the changes, such as using Jackson object mappers for marshalling and making the code more functional. It also mentions increasing test coverage and using more descriptive variable names. The old description does not mention these points. The new description also specifies that only the internal representation changes to account for both Service- and PolicyException, which is not mentioned in the old description.']";"KEEP";"The additional details provided in the new description provide a clearer understanding of the changes being made. The increased specificity may help developers better understand and implement the refactor."
"aai%2Faai-common~master~I1e82bf4f0706704679d14aac98969fa00beed758";"Refactor ErrorLogHelper

- introduce functions to encapsulate functionality and reduce duplication
- separate creation of error response and marshalling them

Issue-ID: AAI-3695";"Refactor ErrorLogHelper

- change is designed to not make any changes to the serialised objects [1]
- introduce common error response object that is used for both service and policy, xml + json format
- separate creation of error response and the marshalling of it
- increase test coverage
- use jackson object mappers for marshalling json and xml objects instead of custom MapperUtil
- make code more functional
- use more descriptive variable names

[1] only the internal representation changes to account for both
Service- and PolicyException

Issue-ID: AAI-3695";"KEEP";"['The new description includes more specific details about the changes, such as using Jackson object mappers for marshalling and making the code more functional. It also mentions increasing test coverage and using more descriptive variable names. The old description does not mention these points. The new description also specifies that only the internal representation changes to account for both Service- and PolicyException, which is not mentioned in the old description.']";"KEEP";"The additional details provided in the new description provide a clearer understanding of the changes being made. The increased specificity may help developers better understand and implement the refactor."
"aai%2Faai-common~master~I6bc0c9b9f398556cc41a0a8f82e24e50c85e5690";"Add gremlin-based pagination to aai-common

- paginate in the db

Issue-ID: AAI-3893";"Add gremlin-based pagination to aai-common

- enhance query building to support gremlin-based pagination
- pagination is supported in two variants: with and without the total count of elements [1]
- enhance query building to support gremlin-based sorting
- add query logging that is currently disabled

[1] due to the design of gremlin, including the total count results in a full graph scan.
As such there is the option to not include it, which should make it (much) faster for the first pages that are returned.
Issue-ID: AAI-3893";"KEEP";"['The new description provides more details about the changes made, including enhancing query building to support gremlin-based sorting and adding query logging that is currently disabled. It also explains why the total count of elements may not be included in pagination due to the design of gremlin.']";"KEEP";"The additional details provided in the new description make it more informative and clear about the changes made, which can help other developers understand and maintain the codebase better."
"aai%2Faai-common~master~I6bc0c9b9f398556cc41a0a8f82e24e50c85e5690";"Add gremlin-based pagination to aai-common

- paginate in the db

Issue-ID: AAI-3893";"Add gremlin-based pagination to aai-common

- enhance query building to support gremlin-based pagination
- pagination is supported in two variants: with and without the total count of elements [1]
- enhance query building to support gremlin-based sorting
- add query logging that is currently disabled

[1] due to the design of gremlin, including the total count results in a full graph scan.
As such there is the option to not include it, which should make it (much) faster for the first pages that are returned.
Issue-ID: AAI-3893";"KEEP";"['The new description provides more details about the changes made, including enhancing query building to support gremlin-based sorting and adding query logging that is currently disabled. It also explains why the total count of elements may not be included in pagination due to the design of gremlin.']";"KEEP";"The additional details provided in the new description make it more informative and clear about the changes made, which can help other developers understand the commit better."
"aai%2Faai-common~master~I78f4cdc906e43750bb319ba4f3bdb6483ed7ea24";"AAI-1480 Add lan-port-config for CCVPN usecase

Issue-ID: AAI-1480
Add lan-port-config schema element to network namespace
Add dhcp-service schema element
Add EdgeRules for lan-port-config";"AAI-1468 -1480 Add Conn /lan-port-config for CCVPN

Issue-ID: AAI-1480
Add lan-port-config schema element to network namespace
Add dhcp-service schema element
Add CCVPN EdgeRules for lan-port-config to service-instance and
dhcp-service
Update lan-port-config with ipv4-address and ipv6-address.
Update dhcp-service with server-ipv4-address and server-ipv6-address.

Accidentally squashed another two commits together:
Issue-ID: AAI-1468
Add connectivities sub-component to ""network"" namespace.
Add connectivities element, which is sequence of ""connectivity"".
Add connectivity element, which has numerous properties.
Add CCVPN EdgeRules for connectivity to service-instance and vpn-binding";"KEEP";"['The new description combines two commit descriptions (AAI-1468 and AAI-1480) into one.', ""In the new description, 'Conn' is used instead of 'lan-port-config' for the schema element added to the network namespace."", ""The new description adds a 'connectivities' sub-component to the 'network' namespace and a 'connectivities' element which is a sequence of 'connectivity'."", ""In the new description, 'EdgeRules' are added for both 'lan-port-config' and 'connectivity', while in the old description only for 'lan-port-config'."", ""The new description includes updates to 'lan-port-config' and 'dhcp-service' with ipv4-address and ipv6-address, server-ipv4-address, and server-ipv6-address."", ""In the old description, no mention is made of updating 'dhcp-service'.""]";"KEEP";"The new combined commit description provides a more comprehensive overview of the changes made, including additional details about the 'connectivities' sub-component and updates to both 'lan-port-config' and 'dhcp-service'. This makes it easier for other developers to understand the changes."
"aai%2Faai-common~master~I6988f36c00a0e8a9e9e32006b86ff286479ba685";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.2-SNAPSHOT

Issue-ID: AAI-4162";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.1-SNAPSHOT

Issue-ID: AAI-4162";"REMOVE";"The snapshot version number in the new description is different from the old one. In the new description, it's '1.16.1-SNAPSHOT', while in the old one, it's '1.16.2-SNAPSHOT'.";"KEEP";"The change in snapshot version number might be due to a subsequent update or a mistake during commit creation. Keeping both versions allows for easier tracking and potential comparison if needed."
"aai%2Faai-common~master~I6988f36c00a0e8a9e9e32006b86ff286479ba685";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.2-SNAPSHOT

Issue-ID: AAI-4162";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.1-SNAPSHOT

Issue-ID: AAI-4162";"REMOVE";"The snapshot version number in the new description is different from the old one. In the new description, it's '1.16.1-SNAPSHOT', while in the old one, it's '1.16.2-SNAPSHOT'.";"KEEP";"The change in snapshot version number might be due to a subsequent update or a mistake during commit creation. Keeping both versions allows for easier tracking and potential comparison if needed."
"aai%2Faai-common~master~I429665b7d5b217ad0bd0739ab24d92b3965bc86d";"[AAI] Upgarding Log4J to 2.17.1

Issue-ID: AAI-3431";"[AAI] Upgrading Log4J to 2.17.1

Issue-ID: AAI-3431";"REMOVE";"The only difference is the absence of square brackets around 'Upgrading' in the new description.";"KEEP";"The square brackets are not necessary for the semantic content and can be considered as a stylistic choice."
"aai%2Faai-common~master~Ib560aa45a4a2e9b2059f6de1446057d234a1f9be";"CI: Remove duplciate G2G workflow

Issue-ID: CIMAN-33";"CI: Remove duplicate G2G workflow

Issue-ID: CIMAN-33";"REMOVE";"No meaningful differences were found between the two descriptions.";"KEEP";"Both descriptions have identical content and semantic meaning, so it is unnecessary to make changes."
"aai%2Faai-common~kohn~Ie72604431852ce8b28f511da321691b7cac7bf1c";"[AAI] Up-version aai-common to 1.9.7 for Kohn

Issue-ID: AAI-3587";"[AAI] Up-version aai-common to 1.11.0 for Kohn

Issue-ID: AAI-3587";"REMOVE";"['The version number of aai-common has been increased from 1.9.7 to 1.11.0.', 'No other apparent differences in the descriptions.']";"KEEP";"The change in version number indicates an update, which is likely intended and necessary for compatibility with newer systems or features. The issue-ID remains the same, suggesting that this commit is a continuation of the same task."
"aai%2Faai-common~master~I68b474a6397b477b77055dd580321fa684d5d9b4";"[AAI] Update of aai component diagram and description

Component diagram were updated, deprecated applications were removed, description in rst file was also updated.

Issue-ID: AAI-3451";"[AAI] Update of aai component diagram and description

Component diagram was updated, deprecated applications were removed, description in rst file was also updated.

Issue-ID: AAI-3451";"REMOVE";"There are no meaningful differences between the two descriptions.";"KEEP";"Both descriptions provide identical information about the update of the aai component diagram and description, with the removal of deprecated applications. Maintaining consistency in commit messages is important for clarity and readability."
"aai%2Faai-common~kohn~Ie72604431852ce8b28f511da321691b7cac7bf1c";"[AAI] Up-version aai-common to 1.9.7 for Kohn

Issue-ID: AAI-3587";"[AAI] Up-version aai-common to 1.11.0 for Kohn

Issue-ID: AAI-3587";"REMOVE";"['The version number of aai-common has been increased from 1.9.7 to 1.11.0.', 'No other apparent differences in the descriptions.']";"KEEP";"The change in version number indicates an update, which is likely intended and necessary for compatibility with newer systems or features. The issue-ID remains the same, suggesting that this commit is a continuation of the same task."
"aai%2Faai-common~master~I68600c2a586faa5537ac58ca21b06e984413a8bc";"Remove the client load balancer use event client

Issue-ID: AAI-965";"Remove the client load balancer use http client

Issue-ID: AAI-965";"REMOVE";"";"PARSE_ERROR";" {   ""differences"": [""'event client'"" is replaced with ""'http client'"", ""'load balancer' uses a different type of client""],   ""decision"": ""KEEP"",   ""reason"": ""The change from 'event client' to 'http c"
"aai%2Faai-common~master~I28de8cb09513d7f08e9d608bed25f0bee1ecec85";"Add the remaining tests from internal

Issue-ID: AAI-215";"Add the remaining tests from internal code

Issue-ID: AAI-215";"REMOVE";"[""'Add the remaining tests from internal' vs 'Add the remaining tests from internal code'"", ""'-' missing in the new description""]";"KEEP";"The second description is more specific by mentioning 'internal code', but it lacks a hyphen at the end of the sentence, which is consistent with the first description. The semantic content remains the same."
"aai%2Faai-common~master~Ifab3416bf98f716ee69f2355c65a11ef1642d1e3";"AAI-1483 Update EdgeRules for sdwan-vpn

Issue-ID: AAI-1483
Update EdgeRules for sdwan-vpn to tenant and to vpn-binding";"AAI-1637 Update EdgeRules for sdwan-vpn

Issue-ID: AAI-1637
Update EdgeRules for sdwan-vpn to tenant and to vpn-binding";"REMOVE";"There are no meaningful differences between the two descriptions.";"KEEP";"Both descriptions have identical content and semantic meaning, which suggests they might be consecutive commits or updates of the same task."
