project,change_id,patchset_count,old_patchset,new_patchset,old_message_clean,new_message_clean
libreoffice,core~196196,15,2,3,"tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, similar to DnD behavior.

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string. Calls to UnSelectFrame() and
LeaveSelFrameMode() have been added to
SwWrtShell::InsertGraphic, similar to the
SwContentControlType::PICTURE case in the
SwWrtShell::InsertContentControl method.","tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, wich differs from the DnD behavior. When inserting
multiple images, they are inserted with the select anchor
""as character"" and displayed ""image under image"".

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string."
libreoffice,core~196196,15,6,7,"tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, wich differs from the DnD behavior. When inserting
multiple images, they are inserted with the select anchor
""as character"" and displayed ""image under image"".

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string.","tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, which is similar to DnD. The anchor can be changed in the settings under Tools -> Options... -> LibreOffice Writer -> Formatting Aids -> Image -> Anchor:"".

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string."
libreoffice,core~196196,15,9,10,"tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, which is similar to DnD. The anchor can be changed in the settings under Tools -> Options... -> LibreOffice Writer -> Formatting Aids -> Image -> Anchor:"".

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string.","tdf#41007 sw: Inserting multiple images via the insert dialog.

Added the behavior of inserting multiple images through the insert
dialog, which is similar to DnD. The anchor can be changed in the settings under
Tools -> Options... -> LibreOffice Writer -> Formatting Aids -> Image -> Anchor:"".

The MultiSelection flag has been added to FileDialogHelper to
allow selecting multiple images. File selection is now handled as
a list instead of a string.

In addition, the behavior of replacing already inserted images has been adjusted.
When inserting a single image on top of an existing one, it will be replaced (as is).
When inserting multiple images in the area of an existing one, they will be inserted
instead of replaced, as multiple images are not replaced by a single image, which is
the more expected behavior (to be). This is based on the proposed commit
in sc: https://gerrit.libreoffice.org/c/core/+/200891"
libreoffice,core~200891,12,1,2,"tdf#165004 Insert multiple images in Calc via the insert dialog and DnD.

Added support for selecting multiple images in the insert dialog. Fixed an issue with inserting multiple images via DnD.

When inserting a single image into a shape with a background or onto another existing image - they are replaced. If insert multiple images into a shape or onto an existing image - they are inserted instead of being replaced. To achieve this, SetMultiInsertState(...) and isMultiInsert() methods have been added for DnD, and the boolean variable isMultiInsert is passed for insertion via lcl_InsertGraphic(...).","tdf#165004 sc: Insert multiple images via the insert dialog and DnD.

Added support for selecting multiple images in the insert dialog. Fixed an issue with inserting multiple images via DnD.

When inserting a single image into a shape with a background or onto another existing image - they are replaced.
If insert multiple images into a shape or onto an existing image - they are inserted instead of being replaced.
To achieve this, SetMultiInsertState(...) and isMultiInsert() methods have been added for DnD, and the boolean
variable isMultiInsert is passed for insertion via lcl_InsertGraphic(...)."
libreoffice,core~205979,12,6,7,"Implemented functions which rely on callables

tdf#164508 Add BYCOL (ByCol) function to Calc for interoperability with MS Excel and Google Sheets
tdf#164509 Add BYROW (ByRow) function to Calc for interoperability with MS Excel and Google Sheets
tdf#164511 Add MAKEARRAY (MakeArray) function to Calc for interoperability with MS Excel and Google Sheets
tdf#164512 Add MAP function to Calc for interoperability with MS Excel and Google Sheets
tdf#164513 Add REDUCE function to Calc for interoperability with MS Excel and Google Sheets
tdf#161428 Add SCAN function to Calc for interoperability with MS Excel","Implemented functions which rely on callables

Add BYCOL(tdf#164508), BYROW(tdf#164509), MAKEARRAY(tdf#164511),
MAP(tdf#164512), REDUCE(tdf#164513), SCAN(tdf#161428) formula
functions, which are usually used together with LAMBDA and are
important for interoperability with other Office suites."
libreoffice,core~188311,2,1,2,"tdf#167632 Add additional columns when converting text2table

Add a spin button in Convert To Table Dialog to let users select how
many columns (0-20) to be added when converting text to table
And attach the delimiter character after the text to create empty cells
for each row","tdf#167632 Add additional columns when converting text2table

Add an ""Add [n] Columns"" spin button to the Convert Text to Table
dialog, letting users choose how many empty columns (0-20) to append
when converting text to a table.

Instead of inserting separator characters into the source text (which
left those characters behind in the document when the conversion was
reverted), pass the requested column count down to SwNodes::TextToTable
and raise nMaxBoxes accordingly. lcl_BalanceTable() then creates the
extra empty boxes via InsBoxen() without touching the text, and
registers them with the undo object, so reverting the conversion
restores exactly the originally selected text."
libreoffice,core~207229,6,1,2,"Fix window sizing on macOS when using Qt6

macOS has this goofy 2 tier system of logical pixels for windows and views.
But they are backed by image buffers that are 2x2 physical pixels for each
logical pixel.

Qt6 apparently handles this differently than the default macOS vcl plugin
so we need to have different code for window sizing when the Qt6 plugin is
used on macOS.","Fix window sizing on macOS when using Qt6

macOS has this goofy 2 tier system of logical pixels for windows and
views. But they are backed by image buffers that are 2x2 physical
pixels for each logical pixel.

Qt6 apparently handles this differently than the default macOS vcl
plugin so we need to have different code for window sizing when the
Qt6 plugin is used on macOS."
libreoffice,core~207229,6,2,3,"Fix window sizing on macOS when using Qt6

macOS has this goofy 2 tier system of logical pixels for windows and
views. But they are backed by image buffers that are 2x2 physical
pixels for each logical pixel.

Qt6 apparently handles this differently than the default macOS vcl
plugin so we need to have different code for window sizing when the
Qt6 plugin is used on macOS.","Fix window sizing on macOS when using Qt6

macOS native code uses a 2 tier system of logical pixels for
windows and views. But they are backed by image buffers that
are 2x2 physical pixels for each logical pixel.

In contrast, Qt6 on macOS uses logical pixels that scale like
Linux and Windows so we need to have different code for window
sizing when the Qt6 plugin is used on macOS."
libreoffice,core~207229,6,3,4,"Fix window sizing on macOS when using Qt6

macOS native code uses a 2 tier system of logical pixels for
windows and views. But they are backed by image buffers that
are 2x2 physical pixels for each logical pixel.

In contrast, Qt6 on macOS uses logical pixels that scale like
Linux and Windows so we need to have different code for window
sizing when the Qt6 plugin is used on macOS.","Fix window sizing on macOS when using Qt6

macOS native code uses a 2 tier system of logical pixels for
windows and views. But they are backed by image buffers that
are 2x2 physical pixels for each logical pixel.

In contrast, Qt6 on macOS uses logical pixels that scale like
Linux and Windows so we need to have different code for window
and graphics instance sizing when the Qt6 plugin is used on macOS.

TODO: Try the following ideas to handle moving windows between
Retina and non-Retina monitors:
- Scale Qt windows' get and set size calls to allow using Retina
values in the LibreOffice window sizing code
- Scale Qt graphics instances when moving a Qt window to a different
monitor to allow using a fixed DPI across all monitors in the
LibreOffice drawing code"
libreoffice,core~207229,6,4,5,"Fix window sizing on macOS when using Qt6

macOS native code uses a 2 tier system of logical pixels for
windows and views. But they are backed by image buffers that
are 2x2 physical pixels for each logical pixel.

In contrast, Qt6 on macOS uses logical pixels that scale like
Linux and Windows so we need to have different code for window
and graphics instance sizing when the Qt6 plugin is used on macOS.

TODO: Try the following ideas to handle moving windows between
Retina and non-Retina monitors:
- Scale Qt windows' get and set size calls to allow using Retina
values in the LibreOffice window sizing code
- Scale Qt graphics instances when moving a Qt window to a different
monitor to allow using a fixed DPI across all monitors in the
LibreOffice drawing code","Fix window sizing on macOS when using Qt6

macOS native code uses a 2 tier system of logical pixels for
windows and views. But they are backed by image buffers that
are 2x2 physical pixels for each logical pixel.

In contrast, Qt6 on macOS uses logical pixels that scale like
Linux and Windows so we need to have different code for window
and graphics instance sizing when the Qt6 plugin is used on macOS.

TODO: Try the following ideas to handle moving windows between
Retina and non-Retina monitors:
- Scale Qt graphics instances when moving a Qt window to a different
monitor to allow using a fixed DPI across all monitors in the
LibreOffice drawing code"
libreoffice,core~205036,3,1,2,"tdf#153109 Use std::any_of instead of std::find in SC data pivot code

Replace std::find(...) != container.end() patterns with std::any_of
to simplify code and improve readability following C++11 best practices.

This refactoring applies to:
- sc/source/core/data/dptabsrc.cxx: GetOrientation() method
- sc/source/core/data/dpdimsave.cxx: HasInGroup() method
- sc/source/core/data/dpfilteredcache.cxx: GroupFilter::match() method
- sc/source/core/data/dociter.cxx: Query validation logic

The behavior remains unchanged; only the implementation is simplified.","tdf#153109 Use std::ranges::any_of instead of std::find in SC data pivot code

Replace std::find(...) != container.end() patterns with std::any_of
to simplify code and improve readability following C++11 best practices.

This refactoring applies to:
- sc/source/core/data/dptabsrc.cxx: GetOrientation() method
- sc/source/core/data/dpdimsave.cxx: HasInGroup() method
- sc/source/core/data/dpfilteredcache.cxx: GroupFilter::match() method
- sc/source/core/data/dociter.cxx: Query validation logic

The behavior remains unchanged; only the implementation is simplified."
libreoffice,core~205036,3,2,3,"tdf#153109 Use std::ranges::any_of instead of std::find in SC data pivot code

Replace std::find(...) != container.end() patterns with std::any_of
to simplify code and improve readability following C++11 best practices.

This refactoring applies to:
- sc/source/core/data/dptabsrc.cxx: GetOrientation() method
- sc/source/core/data/dpdimsave.cxx: HasInGroup() method
- sc/source/core/data/dpfilteredcache.cxx: GroupFilter::match() method
- sc/source/core/data/dociter.cxx: Query validation logic

The behavior remains unchanged; only the implementation is simplified.","tdf#170269 Use std::ranges::any_of instead of std::find in SC data pivot code

Replace std::find(...) != container.end() patterns with std::any_of
to simplify code and improve readability following C++11 best practices.

This refactoring applies to:
- sc/source/core/data/dptabsrc.cxx: GetOrientation() method
- sc/source/core/data/dpdimsave.cxx: HasInGroup() method
- sc/source/core/data/dpfilteredcache.cxx: GroupFilter::match() method
- sc/source/core/data/dociter.cxx: Query validation logic

The behavior remains unchanged; only the implementation is simplified."
libreoffice,core~186660,7,3,4,"postgresql: upgrade to 16.9 (master only)

Downloaded from https://ftp.postgresql.org/pub/source/v16.9/postgresql-16.9.tar.bz2","postgresql: upgrade to 16.10 (master only)

Downloaded from https://ftp.postgresql.org/pub/source/v16.10/postgresql-16.10.tar.bz2"
libreoffice,core~203273,6,1,2,add configure check to require newer dragonbox for gcc >= 16,"add configure check to require newer dragonbox for gcc >= 16

Follow up to https://gerrit.libreoffice.org/c/core/+/202511"
libreoffice,core~205852,5,1,2,"tdf#172113 sw line spacing: additional unit tests / cleanup

Numbering is a common document property,
so make sure I have a test targetting it.

LineBreaks seems to be a possible edge case,
especially on an empty line.

isFieldMarkPortion:
There are FieldMarkPortions, but a true is not passed
from inside of one of those, but from a SwTextPortion.

make CppunitTest_sw_ooxmlexport25
CPPUNIT_TEST_NAME=testTdf172113_linespacingLineBreaks

make CppunitTest_sw_ooxmlexport25
CPPUNIT_TEST_NAME=testTdf172113_linespacingNumbering","tdf#172113 sw line spacing: additional unit test / cleanup

LineBreaks seems to be a possible edge case,
especially on an empty line.

isFieldMarkPortion:
There are FieldMarkPortions, but a true is not passed
from inside of one of those, but from a SwTextPortion.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingLineBreaks"
libreoffice,core~205316,16,1,2,"tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually doesn't.
So, for the recent 25.2 case where we actually comes closer
to being interoperable, calculate the last line in a way
that improves inter-paragraph line spacing.

The previous calculation was extremely simplistic.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight","tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

This passed a make sw.check

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually doesn't.
So, for the recent 25.2 case where we actually comes closer
to being interoperable, calculate the last line in a way
that improves inter-paragraph line spacing.

The previous calculation was extremely simplistic.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight"
libreoffice,core~205316,16,5,6,"tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

This passed a make sw.check

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually doesn't.
So, for the recent 25.2 case where we actually comes closer
to being interoperable, calculate the last line in a way
that improves inter-paragraph line spacing.

The previous calculation was extremely simplistic.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight","tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

testing an sw.check against this - hopefully it passes.
(test run also includes the next IsBidiPortion())

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually doesn't.
So, for the recent 25.2 case where we actually comes closer
to being interoperable, calculate the last line in a way
that improves inter-paragraph line spacing.

The previous calculation was extremely simplistic.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight"
libreoffice,core~205316,16,6,7,"tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

testing an sw.check against this - hopefully it passes.
(test run also includes the next IsBidiPortion())

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually doesn't.
So, for the recent 25.2 case where we actually comes closer
to being interoperable, calculate the last line in a way
that improves inter-paragraph line spacing.

The previous calculation was extremely simplistic.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight","tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

This passed a make sw.check

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually didn't.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight"
libreoffice,core~205316,16,7,8,"tdf#172113 sw whitespace linespacing: CalcMSOHeightOfLastLine

This passed a make sw.check

Although various comments suggest that CalcHeightOfLastLine
does things 'in a compatible MSO way', it actually didn't.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight","tdf#172113 sw ms import: consistent linespacing gap height

I guess they probably used to be consistent before LO 7.1.
After 7.1, only the last line still had a gap determined by
the largest portion on the line.
The other lines were determined primarily
by the largest TextPortion.

That was both inconsistent and not interoperable with MS formats.

So change mnHeightOfLastLine to use 7.1's GetLineSpacingBaseHeight,
now that IsUsedToCalcLineSpacingHeight
produces a much more interoperable line spacing result.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight"
libreoffice,core~205316,16,8,9,"tdf#172113 sw ms import: consistent linespacing gap height

I guess they probably used to be consistent before LO 7.1.
After 7.1, only the last line still had a gap determined by
the largest portion on the line.
The other lines were determined primarily
by the largest TextPortion.

That was both inconsistent and not interoperable with MS formats.

So change mnHeightOfLastLine to use 7.1's GetLineSpacingBaseHeight,
now that IsUsedToCalcLineSpacingHeight
produces a much more interoperable line spacing result.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight","tdf#172113 sw ms import: consistent linespacing gap height

I guess they probably used to be consistent before LO 7.1.
After 7.1, only the last line still had a gap
simply determined by the largest portion in the line.
The other lines were determined primarily
by the largest TextPortion in the line.

That is inconsistent and rather confusing.

The other lines get their gap height
from GetLineSpacingBaseHeight.

So change mnHeightOfLastLine
to also use 7.1's GetLineSpacingBaseHeight
which now results in high interoperability with MS formats.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf137335_whitespaceLineHeight2

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight"
libreoffice,core~205316,16,12,13,"tdf#172113 sw ms import: consistent linespacing gap height

I guess they probably used to be consistent before LO 7.1.
After 7.1, only the last line still had a gap
simply determined by the largest portion in the line.
The other lines were determined primarily
by the largest TextPortion in the line.

That is inconsistent and rather confusing.

The other lines get their gap height
from GetLineSpacingBaseHeight.

So change mnHeightOfLastLine
to also use 7.1's GetLineSpacingBaseHeight
which now results in high interoperability with MS formats.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf137335_whitespaceLineHeight2

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight","tdf#172113 sw ms import: consistent linespacing gap height

I guess they probably used to be consistent before LO 7.1.
After 7.1, only the last line still had a gap
simply determined by the largest portion in the line.
The other lines were determined primarily
by the largest TextPortion in the line.

That is inconsistent and rather confusing.

The other lines get their gap height
from GetLineSpacingBaseHeight.

So change mnHeightOfLastLine
to also use 7.1's GetLineSpacingBaseHeight
which now results in high interoperability with MS formats.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf164835_nonDummyLineHeight

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf137335_whitespaceLineHeight2

make CppunitTest_sw_layoutwriter2 \
CPPUNIT_TEST_NAME=testHiddenParaLineHeight

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172113_linespacingNumbering"
libreoffice,core~205815,11,1,2,"tdf#172233 sw: apply line spacing gap after the line, not before

This changes the default behaviour of ODT documents,
as well as fixing document layout for Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line.

There were two problems with that:
1.) The height of the first line was ignored.
It has (always) used the mnHeightOfLastLine as its 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height didn't determine any gap size.

2.) Font designers already build a gap
appropriate for clean single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

And of course, since it doesn't match Microsoft's layout,
it neither displayed native DOC/X files correctly,
nor did it nicely enable ODT -> DOCX conversions.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap","tdf#172233 sw: apply line spacing gap after the line, not before

This improves document layout for Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line (for intra-paragraph line spacing).

There are two problems with LO's way of placing the gap above:
1.) The height of the first line is ignored.
LO uses the mnHeightOfLastLine as the first line's 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height doesn't determine any gap size.

2.) Font designers already build a gap
appropriate for single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

And of course, since it doesn't match Microsoft's layout,
it didn't display native DOC/X files correctly.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.
Perhaps it should be made the default for new ODT documents too.

SAFETY FACTOR: very safe
It hides all the changes behind a compat flag.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap"
libreoffice,core~205815,11,2,3,"tdf#172233 sw: apply line spacing gap after the line, not before

This improves document layout for Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line (for intra-paragraph line spacing).

There are two problems with LO's way of placing the gap above:
1.) The height of the first line is ignored.
LO uses the mnHeightOfLastLine as the first line's 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height doesn't determine any gap size.

2.) Font designers already build a gap
appropriate for single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

And of course, since it doesn't match Microsoft's layout,
it didn't display native DOC/X files correctly.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.
Perhaps it should be made the default for new ODT documents too.

SAFETY FACTOR: very safe
It hides all the changes behind a compat flag.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap","tdf#172233 sw: apply line spacing gap after the line, not before

This improves document layout: both visually
and for interoperability with Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line (for intra-paragraph line spacing).

There are two problems with LO's way of placing the gap above:
1.) The height of the first line is ignored.
LO uses the mnHeightOfLastLine as the first line's 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height doesn't determine any gap size.

2.) Font designers already build a gap
appropriate for single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

And of course, since it doesn't match Microsoft's layout,
it didn't display native DOC/X files correctly.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap"
libreoffice,core~205815,11,9,10,"tdf#172233 sw: apply line spacing gap after the line, not before

This improves document layout: both visually
and for interoperability with Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line (for intra-paragraph line spacing).

There are two problems with LO's way of placing the gap above:
1.) The height of the first line is ignored.
LO uses the mnHeightOfLastLine as the first line's 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height doesn't determine any gap size.

2.) Font designers already build a gap
appropriate for single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

And of course, since it doesn't match Microsoft's layout,
it didn't display native DOC/X files correctly.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap","tdf#172233 sw: apply line spacing gap after the line, not before

This improves document layout: both visually
and for interoperability with Microsoft formats.

Prior to this patch, the line's calculated line spacing gap
was placed above the line (for intra-paragraph line spacing).

There are four problems with LO's way of placing the gap above:
1.) The height of the first line is ignored.
LO uses the mnHeightOfLastLine as the first line's 'before gap'.
This means that the last line's height determines two gaps,
while the first line's height doesn't determine any gap size.

2.) Font designers already build a gap
appropriate for single line spacing into the font itself.
By adding the (larger) gap above the (already large) font
it didn't create a visually appealing paragraph.

3.) And of course it is based on the tallest item,
which means that the rest of the characters already
have an enlarged gap above. Why make it even larger?

4.) And of course, since it doesn't match Microsoft's layout,
it didn't display native DOC/X files correctly.

While not everything done 'the Microsoft way' is better,
this aspect of their line-space handling certainly is superior.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172233_linespacingGap"
libreoffice,core~205838,10,1,2,"tdf#172169 ms import: first portion should not define min linespacing

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that first portions (of anything) also do.

This of course is needed for interoperability with MS formats,
which of course have no such anomaly.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion","tdf#172169 sw ms import: 1st portion shouldn't define min linespace

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that the font of first portions (of anything) also do.

Preventing this 'random' initial definition of line-spacing height
certainly is needed for interoperability with MS formats,
which of course have no such anomaly.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion"
libreoffice,core~205838,10,4,5,"tdf#172169 sw ms import: 1st portion shouldn't define min linespace

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that the font of first portions (of anything) also do.

Preventing this 'random' initial definition of line-spacing height
certainly is needed for interoperability with MS formats,
which of course have no such anomaly.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion","tdf#172169 sw ms import: 1st portion shouldn't define min linespace

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that the font of first portions (of anything) also do.

Preventing this 'random' initial definition of line-spacing height
certainly is needed for interoperability with MS formats,
which of course have no such anomaly.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion

This part is WRONG
make CppunitTest_vcl_pdfexport CPPUNIT_TEST_NAME=testTdf142806
bTmpDummy is true (generally wrong),
mnLineLength is zero (b/c the field is 1 length, and that is on the previous line, so this field spill-over is zero width)"
libreoffice,core~205838,10,6,7,"tdf#172169 sw ms import: 1st portion shouldn't define min linespace

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that the font of first portions (of anything) also do.

Preventing this 'random' initial definition of line-spacing height
certainly is needed for interoperability with MS formats,
which of course have no such anomaly.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion

This part is WRONG
make CppunitTest_vcl_pdfexport CPPUNIT_TEST_NAME=testTdf142806
bTmpDummy is true (generally wrong),
mnLineLength is zero (b/c the field is 1 length, and that is on the previous line, so this field spill-over is zero width)","tdf#172169 sw ms import: 1st portion shouldn't define min linespace

This fixes an oversight from the 7.1 change
that only SwTextPortions should inform the line-spacing gap.
They missed that the font of first portions (of anything) also do.

Preventing this 'random' initial definition of line-spacing height
certainly is needed for interoperability with MS formats,
which of course have no such anomaly.

SAFETY FACTOR: very safe
It fixes MS formats and only affects new documents.

make CppunitTest_sw_ooxmlexport25 \
CPPUNIT_TEST_NAME=testTdf172169_linespacingFirstPortion
[Note: page 2 is basically just a sanity check for later.
It is not changed by this unit test.]"
libreoffice,core~205599,11,1,2,"tdf#172113 sw ms import: add IsBidiPortion in CalcMSOHeightOfLastLine

Basically guessing here, but MultiPortion in general
and specifically IsBidi seems to be basically a SwTextPortion,
and so it should inform the line spacing height.","tdf#172113 sw ms import: IsBidiPortion IsUsedToCalcLineSpacingHeight

Pure RTL text is just an SwTextFrame,
but I guess if there is anything 'different' in the paragraph
then it becomes a multi-portion SwBidiPortion.

That should be treated the same as normal text
in terms of determing the line-spacing gap.

The unit test didn't work.
What I see as one page is considered two in the unit test,
and even a Scheduler::ProcessEventsToIdle() didn't solve that.

SAFETY FACTOR: very safe
It only affects MS_WORD_LINE_SPACING"
